0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
100.0,99.98046875,99.74609375,98.45703125000001,94.16015625000001,84.49218750000001,69.02343750000001,50.976562500000014,35.507812500000014,25.839843750000014,21.54296875000001,20.253906250000007,20.019531250000004,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
100.0,99.990234375,99.86328125,99.10156250000001,96.30859375000001,89.32617187500001,76.75781250000001,60.000000000000014,43.242187500000014,30.673828125000014,23.691406250000014,20.89843750000001,20.136718750000007,20.009765625000004,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
100.0,99.9951171875,99.9267578125,99.48242187500001,97.70507812500001,92.81738281250001,83.04199218750001,68.37890625000001,51.621093750000014,36.958007812500014,27.182617187500014,22.294921875000014,20.51757812500001,20.073242187500007,20.004882812500004,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
100.0,99.99755859375,99.9609375,99.70458984375001,98.59375000000001,95.26123046875001,87.92968750000001,75.71044921875001,60.000000000000014,44.289550781250014,32.070312500000014,24.738769531250014,21.406250000000014,20.29541015625001,20.039062500000007,20.002441406250004,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
100.0,99.998779296875,99.979248046875,99.83276367187501,99.14916992187501,96.92749023437501,91.59545898437501,81.82006835937501,67.85522460937501,52.144775390625014,38.179931640625014,28.404541015625014,23.072509765625014,20.850830078125014,20.16723632812501,20.020751953125007,20.001220703125004,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
100.0,99.9993896484375,99.989013671875,99.90600585937501,99.49096679687501,98.03833007812501,94.26147460937501,86.70776367187501,74.83764648437501,60.000000000000014,45.162353515625014,33.292236328125014,25.738525390625014,21.961669921875014,20.509033203125014,20.09399414062501,20.010986328125007,20.000610351562504,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
100.0,99.99969482421875,99.99420166015625,99.94750976562501,99.69848632812501,98.76464843750001,96.14990234375001,90.48461914062501,80.77270507812501,67.41882324218751,52.581176757812514,39.227294921875014,29.515380859375014,23.850097656250014,21.235351562500014,20.301513671875014,20.05249023437501,20.005798339843757,20.000305175781254,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
100.0,99.99984741210938,99.9969482421875,99.97085571289064,99.82299804687501,99.23156738281251,97.45727539062501,93.31726074218751,85.62866210937501,74.09576416015626,60.000000000000014,45.904235839843764,34.371337890625014,26.682739257812514,22.542724609375014,20.768432617187514,20.177001953125014,20.029144287109386,20.003051757812507,20.00015258789063,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
100.0,99.99992370605469,99.99839782714844,99.98390197753908,99.89692687988283,99.52728271484376,98.34442138671876,95.38726806640626,89.47296142578126,79.86221313476564,67.04788208007814,52.95211791992189,40.13778686523439,30.527038574218764,24.612731933593764,21.655578613281264,20.472717285156264,20.1030731201172,20.016098022460948,20.00160217285157,20.000076293945316,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
100.0,99.99996185302734,99.99916076660156,99.99114990234376,99.94041442871095,99.7121047973633,98.93585205078126,96.86584472656251,92.43011474609376,84.66758728027345,73.45504760742189,60.000000000000014,46.54495239257814,35.33241271972658,27.569885253906264,23.134155273437514,21.064147949218764,20.287895202636733,20.059585571289077,20.00885009765626,20.000839233398445,20.00003814697266,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
100.0,99.99998092651367,99.99956130981445,99.99515533447267,99.96578216552736,99.82625961303712,99.32397842407228,97.90084838867189,94.64797973632814,88.54885101318361,79.06131744384767,66.72752380371095,53.27247619628908,40.93868255615236,31.45114898681642,25.35202026367189,22.09915161132814,20.67602157592775,20.173740386962905,20.03421783447267,20.004844665527354,20.000438690185554,20.00001907348633,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
100.0,99.99999046325684,99.99977111816406,99.99735832214357,99.98046875000001,99.89602088928224,99.5751190185547,98.61241340637208,96.27441406250001,91.59841537475587,83.80508422851564,72.89442062377931,60.000000000000014,47.10557937622072,36.19491577148439,28.401584625244155,23.725585937500014,21.387586593627944,20.424880981445327,20.103979110717788,20.019531250000014,20.002641677856456,20.000228881835945,20.000009536743168,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
100.0,99.99999523162842,99.99988079071045,99.99856472015382,99.98891353607179,99.93824481964113,99.73556995391847,99.0937662124634,97.44341373443605,93.93641471862794,87.70174980163576,78.34975242614748,66.44721031188966,53.552789688110366,41.65024757385255,32.29825019836427,26.063585281372085,22.55658626556398,20.906233787536635,20.264430046081557,20.0617551803589,20.011086463928237,20.001435279846202,20.000119209289558,20.000004768371586,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
100.0,99.99999761581421,99.99993801116943,99.99922275543214,99.99373912811281,99.96357917785646,99.8369073867798,99.41466808319093,98.26858997344972,95.689914226532,90.81908226013185,83.02575111389162,72.39848136901857,60.000000000000014,47.60151863098146,36.97424888610841,29.18091773986818,24.310085773468032,21.731410026550307,20.585331916809096,20.16309261322023,20.03642082214357,20.00626087188722,20.00077724456788,20.000061988830574,20.000002384185795,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
100.0,99.9999988079071,99.99996781349182,99.9995803833008,99.99648094177248,99.97865915298463,99.90024328231813,99.62578773498537,98.84162902832033,96.97925209999086,93.25449824333192,86.92241668701173,77.71211624145509,66.19924068450929,53.80075931549074,42.287883758544936,33.077583312988295,26.745501756668105,23.02074790000917,21.1583709716797,20.374212265014663,20.0997567176819,20.021340847015395,20.003519058227553,20.00041961669923,20.000032186508186,20.0000011920929,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
100.0,99.99999940395355,99.99998331069946,99.99977409839632,99.99803066253664,99.98757004737855,99.93945121765138,99.76301550865175,99.23370838165285,97.91044056415559,95.11687517166139,90.08845746517183,82.31726646423341,71.95567846298219,60.000000000000014,48.04432153701784,37.682733535766616,29.9115425348282,24.883124828338637,22.089559435844436,20.766291618347182,20.23698449134828,20.060548782348647,20.012429952621474,20.001969337463393,20.00022590160371,20.000016689300544,20.00000059604645,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
100.0,99.99999970197678,99.99999135732651,99.9998787045479,99.99890238046648,99.9928003549576,99.96351063251497,99.85123336315156,99.4983619451523,98.57207447290422,96.51365786790849,92.60266631841661,86.20286196470262,77.1364724636078,65.9778392314911,54.022160768508925,42.863527536392226,33.79713803529741,27.39733368158342,23.486342132091536,21.42792552709581,20.50163805484773,20.148766636848464,20.03648936748506,20.007199645042434,20.001097619533553,20.00012129545213,20.0000086426735,20.000000298023227,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
100.0,99.99999985098839,99.99999552965164,99.99993503093721,99.99939054250719,99.99585136771204,99.97815549373628,99.90737199783327,99.67479765415193,99.03521820902826,97.54286617040636,94.55816209316255,89.40276414155962,81.66966721415521,71.55715584754945,60.000000000000014,48.442844152450576,38.33033278584482,30.597235858440413,25.441837906837478,22.457133829593673,20.96478179097177,20.325202345848098,20.092628002166762,20.021844506263747,20.004148632287993,20.000609457492843,20.000064969062816,20.000004470348365,20.000000149011615,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
